account,emotion,count
J1964Sump,negative,7
J1975Swofford,negative,2
J2001Bui,negative,8
J2001Bui,neutral,1
J2001Bui,positive,2
J64Heflin,negative,2
J64Heflin,positive,3
J6Washington,negative,5
J77Mackey,negative,3
J80Dorman,negative,8
J80Dorman,neutral,1
J80Dorman,positive,1
J81Montgomery,negative,10
J81Montgomery,neutral,1
J81Montgomery,positive,2
J93Wronski,negative,10
J93Wronski,neutral,2
J93Wronski,positive,2
J98Craig,negative,3
JAttentativeConcepcion,negative,14
JAttentativeDewitt,negative,6
JAttentativeDewitt,neutral,1
JAttentativeH,negative,5
JAttentativeH,positive,1
JAttentativeJ,negative,5
JAttentativeM,negative,14
JAttentativeM,neutral,3
JAttentativeS,negative,15
JAttentativeS,neutral,1
JAttentativeWilliams,negative,5
JCandidL,negative,1
JCandidM,negative,6
JCandidM,positive,1
JCleverMorrison,negative,15
JCleverMorrison,neutral,1
JCleverMorrison,positive,1
JCuriousF,negative,7
JCuriousF,positive,1
JCuriousMcinerney,negative,6
JFamousD,negative,9
JFamousM,negative,1
JFleetCastle,negative,6
JFleetCastle,positive,1
JFleetChambers,negative,15
JFleetChambers,neutral,2
JFleetChambers,positive,1
JFleetRigel,negative,11
JFleetRigel,neutral,1
JFleetRigel,positive,3
JFuriousB,negative,6
JFuriousM,negative,15
JFuriousM,neutral,2
JFuriousM,positive,2
JFuriousSalmons,negative,5
JFuriousW,negative,2
JGuapoAndrade,negative,11
JGuapoIkehara,negative,13
JGuapoIkehara,neutral,1
JGuapoIkehara,positive,2
JLazyBurris,negative,5
JLazyBurris,neutral,1
JLazyLeblanc,negative,9
JLazyLeblanc,neutral,1
JLazyLeblanc,positive,1
JLazySturgeon,negative,5
JObnoxiousAntolin,negative,13
JObnoxiousAntolin,positive,2
JObnoxiousL,negative,16
JObnoxiousL,neutral,4
JObnoxiousM,negative,11
JObnoxiousMarkert,negative,19
JObnoxiousRodriguez,negative,2
JWileyAlexander,negative,18
JWileyAlexander,neutral,2
JWileyLea,negative,10
JWileyTippets,negative,8
JWileyTippets,positive,2
Jack,negative,1
JackCuriousAtwell,negative,3
Jackie,negative,1
Jackson17,negative,9
Jackson17,neutral,1
Jackson17,positive,1
Jackson49,negative,8
Jackson49,neutral,1
Jackson49,positive,1
Jacob,negative,1
JacquelineBird1972,negative,4
JacquelineLazyHilton,negative,10
JacquelineLazyHilton,neutral,1
JacquelineObnoxiousP,negative,3
JacquelineObnoxiousP,positive,2
JacquelineTallByers,negative,7
JacquelineTallByers,positive,1
Jaime2014,negative,1
Jaime2014,neutral,2
Jaime2014,positive,1
Jaime90Nelson,negative,7
James14W,negative,2
James1957B,negative,11
James1957B,neutral,1
James1958P,negative,3
James1958P,positive,1
James1993J,negative,8
James2001,negative,9
James2001,neutral,3
James2001,positive,1
James2004B,negative,6
James2004B,positive,1
James76G,negative,16
James76G,neutral,1
James76G,positive,1
JamesAttentativeC,negative,4
JamesCandidMartin,negative,18
JamesCandidMartin,neutral,2
JamesCandidMartin,positive,1
JamesDog1965,negative,11
JamesDog1965,neutral,1
JamesDog1965,positive,1
JamesFuriousS,negative,1
JamesLazySutter,negative,4
JamesOctopus74,negative,11
JamesWileyAmerson,negative,2
James_Crank83,negative,3
James_Crank83,neutral,1
James_CreekmurFish63,negative,7
James_CreekmurFish63,neutral,1
James_CreekmurFish63,positive,1
James_DiffeyBird68,negative,4
James_DiffeyBird68,neutral,1
James_Martinez2012,negative,9
James_McdonaldHorse76,negative,5
James_MildenbergerBear1977,negative,8
James_MildenbergerBear1977,neutral,1
James_MildenbergerBear1977,positive,2
James_White87,negative,4
James_White87,neutral,1
Jamie1955W,negative,6
Jamie_YarmitskyWhale41,negative,3
JanTallShaw,negative,7
Jane,negative,1
JaneBusyH,negative,7
JaneOctopus37,negative,17
Jane_DelunaBear82,negative,11
Jane_DelunaBear82,neutral,1
Jane_DelunaBear82,positive,1
Jane_ReeseHorse21,negative,4
JanelleOctopus1989,negative,8
JanelleOctopus1989,positive,1
Janelle_Beaver32,negative,4
JanetMouse1978,negative,12
JanetMouse1978,positive,1
JanetOctopus1966,negative,4
Janet_Childs39,negative,6
Janet_Childs39,neutral,1
Janet_Childs39,positive,1
Janette30S,negative,2
Janice1963,negative,9
Janice1963,positive,1
Janice1996Wagoner,negative,13
Janice1996Wagoner,positive,1
Janice93,negative,4
JaniceObnoxiousGoldberg,negative,10
JaniceObnoxiousGoldberg,neutral,1
Janice_Ross65,negative,8
Janice_Ross65,positive,1
Jared_BaughmanWhale30,negative,6
Jared_BaughmanWhale30,neutral,1
Jared_BaughmanWhale30,positive,4
Jason,negative,2
Jason1992,negative,2
Jason1992,positive,1
Jason1999,negative,6
Jason1999,neutral,2
JasonAttentativeMacdowell,negative,9
JasonDog17,negative,13
JasonDog17,neutral,1
JasonDog17,positive,1
Jason_AhoBear80,negative,11
Jason_AhoBear80,neutral,1
Jason_AhoBear80,positive,3
Jason_Caron80,negative,8
Jason_EverettWhale1972,negative,3
Jason_Hunter1993,negative,4
Jason_Koehne1954,negative,14
Jason_Koehne1954,neutral,2
Javier63,negative,7
Javier63,neutral,2
Jean_Goss86,negative,4
Jean_Goss86,positive,2
Jeanetta1950,negative,2
Jeanetta1950,positive,1
JeanetteTallA,negative,6
JeanetteTallA,neutral,1
JeanetteTallA,positive,1
Jeanie14Adams,negative,4
Jeanie14Adams,positive,1
Jeanne_Tristan45,negative,7
Jeanne_Tristan45,positive,1
Jeff_MitchellFish2001,negative,4
Jeff_MitchellFish2001,neutral,1
Jeff_ThomasWhale1950,negative,6
JefferyDog84,negative,3
JefferyDog84,positive,1
JefferyTallSmith,negative,8
Jeffrey83Rodriguez,negative,7
Jeffrey83Rodriguez,neutral,1
Jeffrey85Ashby,negative,6
Jeffrey89,negative,8
JeffreyBusyD,negative,17
JeffreyBusyD,neutral,1
JeffreyBusyD,positive,1
Jeffrey_Chynoweth2002,negative,23
Jeffrey_JamesDog78,negative,5
Jeffrey_JamesDog78,positive,1
Jeffrey_Koepsell21,negative,7
Jeffrey_Koepsell21,positive,1
Jeffry64,negative,6
JeffryFish1959,negative,5
JeffryFish1959,neutral,2
Jennifer16M,negative,12
Jennifer6Mickle,negative,11
JenniferCuriousK,negative,6
JenniferDog58,negative,15
JenniferDog58,neutral,1
JenniferDog58,positive,1
JenniferFleetJ,negative,4
JenniferFleetJ,neutral,1
JenniferLazyR,negative,11
Jennifer_Dauzat1970,negative,3
Jennifer_Dauzat1970,positive,1
Jennifer_MedinaDog2012,negative,8
Jennifer_MedinaDog2012,neutral,1
Jennifer_StudlerDog2015,negative,14
Jennifer_Tito2007,negative,4
JennyBear45,negative,4
JeremiahCuriousR,negative,11
JeremiahCuriousR,neutral,1
Jeri1974,negative,12
Jeri1974,positive,1
Jerome_Hussein1956,negative,13
Jerome_Hussein1956,neutral,1
Jerome_Hussein1956,positive,1
Jeronimo66,negative,22
Jeronimo66,neutral,2
Jeronimo66,positive,1
JerryCandidB,negative,11
JerryCandidB,neutral,1
JerryCandidB,positive,2
JerryOctopus7,negative,3
Jerry_Lazo1968,negative,8
Jerry_Lazo1968,positive,1
JessBear1974,negative,3
Jesse,negative,1
JesseCandidC,negative,6
Jessica1963P,negative,10
Jessica1963P,neutral,2
Jessica1963P,positive,1
Jessica34Chevez,negative,9
Jessica34Chevez,neutral,2
Jessica34Chevez,positive,1
JessicaFastOtt,negative,11
JessicaFastOtt,neutral,1
JessicaFastOtt,positive,1
Jessica_JohnsonDog83,negative,3
Jessica_JohnsonDog83,neutral,1
Jessica_JohnsonDog83,positive,1
Jessica_VillegasWhale2001,negative,14
Jessica_VillegasWhale2001,neutral,1
Jessica_VillegasWhale2001,positive,1
Jestrues,neutral,1
Jesus_Morgan11,negative,4
Jill,negative,1
Jill2012Steiner,negative,16
Jill2012Steiner,positive,3
JillGuapoHuls,negative,5
JimenezBear1979,negative,7
Jimmie59,negative,6
JimmyFamousG,negative,5
Joan1969G,negative,9
Joan1969G,neutral,1
Joan1969G,positive,1
JoanBird2008,negative,5
JoanFamousBland,negative,9
JoanFuriousS,negative,2
JoanMouse1975,negative,4
Joan_DeponteLion23,negative,14
Joan_DeponteLion23,positive,1
JoanneMouse28,negative,5
JoanneMouse28,neutral,1
JoanneWileySmith,negative,5
JoeCuriousR,negative,8
JoeCuriousR,positive,1
JoeFish32,negative,3
Joel_CoxOctopus30,negative,6
Joel_CoxOctopus30,positive,1
John15Longnecker,negative,1
John15Longnecker,positive,1
John1959T,negative,12
John1970Dyson,negative,20
John1970Dyson,neutral,1
John1970Dyson,positive,3
John1974,negative,3
John1980,negative,2
John1980,neutral,1
John2007D,negative,5
John2007D,neutral,1
JohnAttentativeB,negative,15
JohnBear1960,negative,4
JohnBear1960,neutral,1
JohnBear1987,negative,12
JohnBear1987,positive,1
JohnBird1980,negative,1
JohnBird1980,neutral,1
JohnBusyC,negative,4
JohnBusyC,neutral,1
JohnBusyC,positive,2
JohnBusyPepin,negative,7
JohnBusyPepin,positive,1
JohnCleverD,negative,7
JohnCleverD,positive,1
JohnFish17,negative,10
JohnFish17,neutral,1
JohnFish45,negative,5
JohnFish45,neutral,1
JohnFish93,negative,13
JohnFish93,positive,3
JohnFuriousFusco,negative,8
JohnFuriousH,negative,9
JohnFuriousH,positive,1
JohnLazyL,negative,9
JohnLazyL,positive,1
JohnTallBrennan,negative,6
JohnTallBrennan,neutral,1
JohnWhale98,negative,5
JohnWhale98,positive,1
John_Allison89,negative,18
John_Allison89,positive,1
John_Cooper3,negative,11
John_Cooper3,neutral,1
John_Cooper3,positive,1
John_Fennell1956,negative,2
John_Fennell1956,positive,1
John_FreemanBird97,negative,12
John_FreemanBird97,neutral,1
John_FreemanBird97,positive,1
John_MillarBear88,negative,11
John_MillarBear88,positive,1
John_Rogers30,negative,11
JohnathanWileyRichardson,negative,21
JohnathanWileyRichardson,neutral,2
JohnathanWileyRichardson,positive,2
Johnny1958,negative,6
Johnson2008,negative,14
Johnson2008,positive,2
Johnson38,negative,11
Johnson38,positive,1
Johnson57,negative,8
JohnsonBird28,negative,5
JohnsonHorse1973,negative,7
Jolene28,negative,3
Jolene28,positive,1
JoliotKnows4,negative,5
JoliotKnows4,positive,1
JonCuriousO,negative,10
JonCuriousO,neutral,1
Jonathan45Ochoa,negative,14
Jonathan45Ochoa,positive,1
JonathanCat2005,negative,6
JonathanCat2005,positive,1
Jonathan_BrownFish89,negative,13
Jonathan_BrownFish89,positive,2
Jonathan_LacyWhale2011,negative,5
JonesCat1952,negative,6
JonesCat1952,neutral,2
JonesCat1952,positive,2
JonesWhale21,negative,14
JonesWhale21,neutral,1
JonesWhale21,positive,2
Jorge_SolomonLion37,negative,14
Jorge_SolomonLion37,positive,3
Jose2014,negative,10
Jose2014,neutral,2
Jose2014,positive,1
Jose32Francis,negative,13
Jose32Francis,positive,1
JoseBusyM,negative,14
JoseBusyM,neutral,1
JoseBusyM,positive,1
JoseFuriousC,negative,7
JoseFuriousC,positive,1
JoseHorse47,negative,7
JoseLion88,negative,16
JoseLion88,neutral,1
JoseLion88,positive,1
JoseWhale1980,negative,10
JoseWhale1980,neutral,1
Jose_AikmanBird1964,negative,4
Jose_UrbancicFish1982,negative,12
Jose_UrbancicFish1982,neutral,1
Jose_UrbancicFish1982,positive,1
Josefina2019,negative,13
Josefina2019,positive,1
JosefinaDarkRingo,positive,2
Josefina_AllisonMouse1982,negative,10
Josefina_AllisonMouse1982,neutral,1
Josefina_AllisonMouse1982,positive,2
Joseph1981,negative,8
Joseph2005Tant,negative,12
Joseph2005Tant,neutral,1
Joseph2014Ratliff,negative,9
Joseph4Wilson,negative,13
Joseph4Wilson,positive,1
JosephBusyJorgensen,negative,12
JosephBusyJorgensen,positive,1
JosephBusyQ,negative,8
JosephBusyQ,neutral,1
JosephDarkMorgan,negative,8
JosephDarkMorgan,positive,1
JosephFastK,negative,7
JosephFastK,neutral,1
JosephMouse2008,negative,13
JosephSmartW,negative,9
JosephWhale2013,negative,6
JosephWhale2013,neutral,1
Joseph_Falconio89,negative,4
Joseph_GoodmanBird88,negative,4
Joseph_Kassis1976,negative,3
Joseph_Kassis1976,neutral,1
Joseph_MorganCat21,negative,2
Josephine80,negative,1
Josephine80,positive,1
Joshua27,negative,2
JoshuaBird60,negative,6
JoshuaBird60,positive,1
Joshua_ObrienDog31,negative,5
Joshua_ObrienDog31,neutral,1
JoyceLazyW,negative,12
JoyceLazyW,neutral,2
JoyceLazyW,positive,1
JoyceWhale1979,negative,16
Joyce_Young1957,negative,4
JuanBear1956,negative,17
JuanBear1956,positive,1
Juan_ValdezBird78,negative,2
Juan_ValdezBird78,positive,2
Juana_Zuniga22,negative,6
Juana_Zuniga22,positive,1
Judith_DoironBird51,negative,3
JudyLion21,negative,14
JudyLion21,neutral,2
Julia_BurgerBear1974,negative,13
Julia_BurgerBear1974,neutral,3
Julia_BurgerBear1974,positive,2
JulianTallA,negative,10
JulioFleetGalindo,negative,6
JulioFleetGalindo,positive,1
JuliusOctopus56,negative,16
JuliusOctopus56,neutral,1
JuliusOctopus56,positive,3
June1978S,negative,8
June1978S,neutral,2
June_Forsythe53,negative,11
Justin19Hall,negative,1
Justin19Hall,neutral,1
Justin_Kocon2006,negative,9
Justin_Kocon2006,positive,1
K1972Maynard,negative,13
K1972Maynard,neutral,1
K2013Kozak,negative,11
K2013Kozak,positive,1
K27Starr,negative,4
K64Fieldson,negative,8
KCleverC,negative,4
KCleverC,neutral,2
KCleverC,positive,1
KFamousG,negative,11
KFastWalser,negative,5
KFastWalser,positive,1
KFuriousRodriguez,negative,4
KFuriousRodriguez,positive,1
KRAKTV,negative,6
KRAKTV,neutral,2
KRAKTV,positive,1
KSmartTurner,negative,5
KSmartTurner,neutral,1
Karen2005D,negative,10
Karen2005D,neutral,1
Karen2005D,positive,1
Karen2017T,negative,8
Karen2017T,neutral,1
Karen50Highsmith,negative,3
Karen50Highsmith,neutral,1
Karen50Highsmith,positive,1
KarenFleetPeterson,negative,8
KarenFleetPeterson,positive,3
Karen_BridgesWhale75,negative,2
Karen_Delgado1971,negative,7
Karen_Delgado1971,neutral,1
Karen_Delgado1971,positive,1
Karen_Hardebeck88,negative,5
Karen_Hardebeck88,neutral,2
Karen_Hardebeck88,positive,2
Karen_LurryBear1987,negative,13
Karen_LurryBear1987,neutral,1
Karen_LurryBear1987,positive,2
KatharineCandidCollins,negative,7
Katherine52Otwell,negative,6
KatherineDarkB,negative,9
KatherineDarkB,neutral,1
KatherineDarkB,positive,2
Katherine_Tillman91,negative,4
Katherine_Tillman91,positive,2
KathleenGuapoS,negative,7
KathleenGuapoS,positive,1
Kathleen_Cummings28,negative,2
Kathleen_Cummings28,neutral,2
Kathleen_HernandezBird2007,negative,13
Kathleen_HernandezBird2007,neutral,1
Kathryn1950,negative,1
Kathryn1950,positive,1
KathrynCandidB,negative,1
Kathryn_HempsteadOctopus85,negative,9
KathyCuriousAlley,negative,8
KathyCuriousAlley,neutral,1
Kathy_Miner1986,negative,6
Kathy_Miner1986,neutral,1
Kathy_Miner1986,positive,1
KatieGuapoP,negative,6
Katina_Hwang77,negative,4
Katrina_EspinozaCat1984,negative,12
Keith1988B,negative,4
Keith1998,negative,3
Keith1998,neutral,1
Keith_Chavez99,negative,18
Keith_Chavez99,positive,1
KelleeDarkPitts,negative,13
KellerFish1960,negative,7
KellerFish1960,neutral,3
Kelley2006,negative,11
Kelley2006,neutral,1
Kelli_BestBear1968,negative,3
Kelly1953Allen,negative,2
KellyBird22,negative,9
KellyBird22,positive,1
KellyCleverRangel,negative,6
Kelly_ReynaBird69,negative,8
Kelly_ReynaBird69,neutral,1
Kelly_StewartWhale1986,negative,14
Kelly_StewartWhale1986,neutral,2
KennethCandidG,negative,8
KennethCandidG,positive,1
KennethGuapoAtkins,negative,1
KennethGuapoAtkins,neutral,1
KennethHorse21,negative,16
KennethSmartHill,negative,2
KennethTallL,negative,8
KennethTallL,neutral,2
Kenneth_WagnerBird39,negative,9
Kenneth_WagnerBird39,positive,2
KetcherLion11,negative,4
KetcherLion11,neutral,1
Kevin62Hoerner,negative,5
Kevin62Hoerner,positive,1
Kevin91Gibson,negative,3
KevinAttentativeSmith,negative,12
KevinAttentativeSmith,neutral,2
KevinAttentativeSmith,positive,2
KevinFamousSeavey,negative,3
KevinMouse54,negative,14
KevinMouse54,neutral,2
KevinMouse54,positive,2
Kevin_CallahanMouse21,negative,7
KimberlyFleetWillis,negative,9
KimberlyFleetWillis,neutral,1
KimberlyFleetWillis,positive,4
KimbleMouse55,negative,3
KingDog1974,negative,14
KingDog1974,neutral,2
KingDog1974,positive,1
Kisicki63,negative,3
Klepchick1960,negative,6
Klepchick1960,positive,1
Knepper47,negative,5
Knepper47,neutral,2
KnightLion1957,negative,16
KnightLion1957,neutral,1
KnightLion1957,positive,1
KnudsenDog2019,negative,4
KramerLion81,negative,16
KramerLion81,positive,3
KristaDarkVanner,negative,5
KristaDarkVanner,neutral,1
KristaDarkVanner,positive,3
Kristen_Lucas74,negative,2
Kristi_Curtiss1959,negative,9
Kristi_Norwood15,negative,4
Kryst1985,negative,5
L1955Wells,negative,13
L1955Wells,neutral,2
L1955Wells,positive,1
L1977Fuller,negative,2
L1990Dowden,negative,6
L1990Dowden,neutral,1
L2016Koetter,negative,4
L2016Koetter,positive,1
L45Mcginnis,negative,7
L93Schneider,negative,7
LBusyFunkhouser,negative,15
LBusyFunkhouser,neutral,1
LBusyFunkhouser,positive,1
LBusyPatterson,negative,2
LCleverHays,negative,7
LDarkBurns,negative,5
LFamousGuy,negative,1
LFamousMason,negative,9
LFuriousB,negative,3
LFuriousB,positive,1
LFuriousHanrahan,negative,1
LFuriousHanrahan,neutral,1
LGuapoBatey,negative,12
LGuapoBatey,neutral,1
LGuapoBatey,positive,4
LGuapoGray,negative,13
LGuapoGray,neutral,2
LGuapoGray,positive,4
LTallDewoody,negative,5
Lachelle1954,negative,17
Lachelle1954,positive,1
LakeishaFuriousW,negative,12
LakeishaFuriousW,neutral,1
Lamison2012,negative,17
Lamison2012,positive,1
LarryBird39,negative,4
LarryDog71,negative,10
LarryDog71,neutral,3
LarryDog71,positive,1
LarrySmartW,negative,17
LarrySmartW,neutral,1
LarrySmartW,positive,1
Larry_LeetBear12,negative,4
LarsonDog1951,negative,1
LatoyaCandidS,negative,7
Laura60Perkins,negative,13
Laura60Perkins,positive,2
LauraFleetBaxter,negative,8
LaurelAttentativeClemons,negative,6
LaurenSmartLove,negative,8
LaurenSmartLove,neutral,1
LavernAttentativeD,negative,5
LavernAttentativeD,neutral,1
Laverne_Cassady74,negative,7
Laverne_Cassady74,neutral,1
Lawary1979,negative,8
Lawary1979,neutral,1
Lawrence2010,negative,3
LawrenceObnoxiousL,negative,14
LawrenceObnoxiousL,positive,1
LawsonBird13,negative,4
LawsonBird13,positive,2
LawsonHorse68,negative,1
Layne1985,negative,2
LayneBird16,negative,10
LayneBird16,positive,1
LazyABowl,negative,8
LazyACar48,negative,6
LazyACar48,positive,1
LazyAPlate,negative,9
LazyAPlate,neutral,2
LazyAburtoCandy58,negative,5
LazyAburtoCandy58,neutral,1
LazyBBowl,negative,4
LazyBBowl1988,negative,6
LazyBBread,negative,1
LazyBBread,positive,1
LazyBCandy35,negative,6
LazyBCar,negative,10
LazyBCouch,negative,16
LazyBCouch,neutral,1
LazyBCouch33,negative,10
LazyBCouch33,neutral,1
LazyBCouch33,positive,1
LazyBIcecream,negative,5
LazyBIcecream86,negative,5
LazyBIcecream86,positive,1
LazyBananaMargaret,negative,8
LazyBananaMargaret,positive,1
LazyBananaWillcox,negative,7
LazyBananaWillcox,neutral,1
LazyBeaushawPlate,negative,6
LazyBergBread59,negative,5
LazyBergBread59,positive,1
LazyBoothBowl,negative,6
LazyBowlChilds,negative,15
LazyBowlChilds,positive,2
LazyBowlTristan_Williford,negative,2
LazyBowlTristan_Williford,neutral,1
LazyBradfordBanana1976,negative,10
LazyBreadAndre,negative,2
LazyBreadAndre,neutral,1
LazyBreadDavid_Rushing,negative,3
LazyBreadIrene,negative,6
LazyBreadIrene,positive,1
LazyBreadKevin,negative,8
LazyBreadLiu,negative,5
LazyBreadLiu,positive,2
LazyBreadMary,negative,6
LazyBreadMyrna,negative,10
LazyBreadMyrna,positive,1
LazyBreadPerry_Hatmaker,negative,1
LazyBrewsterCar,negative,7
LazyBrownHouse1985,negative,1
LazyCBowl,negative,3
LazyCCar,negative,5
LazyCHouse,negative,4
LazyCandyLubinski,negative,3
LazyCandyMccormick,negative,10
LazyCandySchultz,negative,7
LazyCandySchultz,positive,1
LazyCandyVernon,negative,3
LazyCandyVernon,positive,1
LazyCarChristopher,negative,2
LazyCarFrank_Knight,negative,8
LazyCarFrank_Knight,neutral,1
LazyCarJohn,negative,2
LazyCarJohn,neutral,1
LazyCarJohn,positive,1
LazyCarLarry,negative,3
LazyCarParrott,negative,10
LazyCarParrott,positive,1
LazyCarSchaffer,negative,15
LazyCarSchaffer,positive,1
LazyChambersLight,negative,3
LazyChambersLight,positive,1
LazyCharlesBowl,negative,4
LazyCouchElvin_Ottesen,negative,8
LazyCouchFrazier,negative,4
LazyCouchFrazier,positive,2
LazyDBowl,negative,5
LazyDBowl,neutral,3
LazyDCandy2005,negative,4
LazyDCandy2005,positive,1
LazyDenisePlate,negative,7
LazyDorisBread,negative,5
LazyDorisBread,positive,2
LazyEBanana1960,negative,5
LazyEBanana1960,positive,1
LazyEBread,negative,8
LazyEBread,neutral,2
LazyEBread,positive,1
LazyEHouse80,negative,8
LazyFCar,negative,7
LazyFCar,positive,1
LazyFIcecream,negative,11
LazyFIcecream,positive,3
LazyFikeLight64,negative,1
LazyFikeLight64,neutral,1
LazyGBowl,negative,9
LazyGCandy56,negative,8
LazyGCandy56,neutral,3
LazyGambleCar1972,negative,5
LazyGeorgeIcecream,negative,1
LazyGloverCar1987,negative,13
LazyGloverCar1987,neutral,1
LazyGloverPlate42,negative,8
LazyGozaCar27,negative,2
LazyGracieCar,negative,16
LazyGracieCar,positive,1
LazyHCandy2017,negative,3
LazyHCandy2017,positive,1
LazyHCar,negative,12
LazyHLight40,negative,12
LazyHLight40,neutral,2
LazyHLight40,positive,1
LazyHaroldPlate,negative,9
LazyHaroldPlate,neutral,1
LazyHimesCouch,negative,4
LazyHimesCouch,neutral,1
LazyHouseAngela,negative,13
LazyHouseAngela,neutral,2
LazyHouseAngela,positive,2
LazyHouseFitzgerald,negative,3
LazyHouseFitzgerald,neutral,1
LazyHouseJulie_Oharra,negative,9
LazyHouseJulie_Oharra,neutral,3
LazyHouseJulie_Oharra,positive,1
LazyIcecreamDavid,negative,5
LazyIcecreamDavid,positive,1
LazyIcecreamHunter,negative,7
LazyIcecreamHunter,neutral,1
LazyIcecreamJames,negative,4
LazyIcecreamJoseph_Watkins,negative,8
LazyIcecreamJoseph_Watkins,neutral,1
LazyIcecreamLeta_Mcdevitt,negative,7
LazyIveyBread,negative,10
LazyIvyIcecream,negative,10
LazyIvyIcecream,neutral,1
LazyIvyIcecream,positive,1
LazyJBread,negative,20
LazyJBread,positive,2
LazyJIcecream,negative,5
LazyJIcecream,neutral,1
LazyJLight53,negative,6
LazyJeanineIcecream,negative,2
LazyJeanineIcecream,neutral,1
LazyJoannHouse,negative,12
LazyJoyceBanana,negative,6
LazyKBanana,negative,2
LazyKBanana,neutral,1
LazyKBanana,positive,1
LazyLBanana,negative,9
LazyLLight2009,negative,3
LazyLLight2009,positive,2
LazyLightRobert_Conover,negative,11
LazyLightRobert_Conover,neutral,1
LazyLightRobert_Conover,positive,2
LazyLongoriaBowl1951,negative,6
LazyLongoriaBowl1951,positive,1
LazyLutherCar,negative,4
LazyLutherCar,neutral,1
LazyMBread,negative,19
LazyMBread,neutral,1
LazyMCar,negative,16
LazyMCar,neutral,1
LazyMCouch,negative,15
LazyMCouch,neutral,2
LazyMCouch,positive,2
LazyMLight,negative,18
LazyMLight66,negative,7
LazyMLight66,positive,1
LazyMPlate,negative,10
LazyMPlate,neutral,1
LazyMPlate81,negative,7
LazyMancusoCandy,negative,13
LazyMancusoCandy,positive,4
LazyMariaLight,negative,2
LazyMaryIcecream,negative,8
LazyMassenburgBanana55,negative,4
LazyMassenburgBanana55,positive,1
LazyMillerHouse,negative,4
LazyMoorePlate2005,negative,7
LazyMoorePlate2005,neutral,1
LazyMurphyBanana,negative,3
LazyNLight,negative,10
LazyNLight,neutral,3
LazyNLight,positive,2
LazyNPlate,neutral,1
LazyNewtonBowl,negative,16
LazyNewtonBowl,neutral,1
LazyNewtonBowl,positive,1
LazyNguyenIcecream,negative,3
LazyNguyenIcecream,neutral,2
LazyNguyenIcecream,positive,1
LazyObrienCouch1968,negative,3
LazyObrienCouch1968,positive,2
LazyPBowl58,negative,4
LazyPBread55,negative,16
LazyPBread55,neutral,1
LazyPBread55,positive,1
LazyPCar,negative,2
LazyPCar,neutral,1
LazyPCouch1986,negative,6
LazyPlateBossler,negative,1
LazyPlateHarold_Allen,negative,8
LazyPlateHarold_Allen,neutral,1
LazyPlateMelissa_Weiss,negative,12
LazyPooleLight,negative,6
LazyPooleLight,positive,1
LazyRBowl,negative,3
LazyRBowl,positive,1
LazyRPlate,negative,6
LazyRPlate,neutral,1
LazyReginaldBanana,negative,4
LazyRiegelCandy25,negative,8
LazyRiegelCandy25,positive,3
LazyRobinsonLight2011,negative,7
LazyRobinsonLight2011,neutral,2
LazyRobinsonLight2011,positive,1
LazyRodriguezCar1994,negative,2
LazyRosascoCar67,negative,6
LazyRosascoCar67,positive,1
LazySPlate,negative,9
LazySPlate,neutral,1
LazySharpCandy44,negative,7
LazySharpCandy44,neutral,1
LazyShofnerIcecream,negative,4
LazyStantonLight1992,negative,1
LazyStantonLight1992,neutral,1
LazyStoverCouch,negative,2
LazyStoverCouch,neutral,1
LazyTBread,negative,14
LazyTBread,neutral,1
LazyTBread,positive,1
LazyTCouch,negative,3
LazyTCouch,neutral,1
LazyTaylorPlate41,negative,5
LazyWBanana,negative,9
LazyWBanana,neutral,1
LazyWBanana,positive,2
LazyWBread,negative,8
LazyWBread,neutral,1
LazyWBread,positive,2
LazyWCandy1979,negative,3
LazyWCandy1979,neutral,1
LazyWCar,negative,6
LazyWCar,positive,1
LazyWCar99,negative,5
LazyWHouse,negative,16
LazyWHouse,positive,1
LazyWesleyBread,negative,1
LazyWilliamsCar7,negative,5
LearFish12,negative,4
LearFish12,neutral,1
LearFish12,positive,1
LeeHorse1957,negative,6
LeeHorse1957,positive,1
LeesaFamousM,negative,3
Lehmann6,negative,2
LentzFish1953,negative,2
LeoSmartT,negative,4
LeoSmartT,positive,2
LepardMouse28,negative,10
LepardMouse28,positive,3
LeroyTallS,negative,5
Leslie_CruzDog87,negative,21
Leslie_CruzDog87,positive,1
LetaObnoxiousC,negative,5
Lillian45S,negative,8
Lillian45S,positive,1
Lillie_West1989,negative,5
Lillie_West1989,neutral,1
Lillpop82,negative,4
Lillpop82,neutral,1
Lina1996,negative,16
Lina1996,neutral,1
Lina1996,positive,2
LinaLazyM,negative,13
LinaLazyM,neutral,2
LinaLazyM,positive,2
Linda1964J,negative,6
Linda24J,negative,6
Linda24J,neutral,1
Linda24J,positive,2
Linda69Griffin,negative,1
Linda70W,negative,9
Linda70W,neutral,1
Linda70W,positive,1
LindaTallH,negative,11
LindaTallH,neutral,1
LindaTallH,positive,3
Linda_Boers77,negative,7
Linda_Cannon80,negative,14
Linda_Cannon80,positive,1
Linda_ConnerBear1991,negative,7
Linda_ConnerBear1991,neutral,1
Linda_Richey1957,negative,5
Linda_Richey1957,neutral,1
Linda_True12,negative,3
LindsayGuapoB,negative,3
LindsayGuapoB,positive,1
Lisa1979G,negative,6
Lisa1979G,positive,2
LisaFleetSherman,negative,13
